rank,symbol,gene_id,src_start,src_end,src_strand,cat_gene,cat_seqid,cat_pos,cat_symbol,locus_id,species,assembly,anchor_label,anchor_kind
-9,ABVT39_001430,ABVT39_001430,24151011,24154949,-,polr2h,NC_069720.1,11145097.0,polr2h,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-8,ABVT39_021517,ABVT39_021517,24155313,24188174,+,LOC113536667,NC_069720.1,11172214.0,LOC113536667,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-7,ABVT39_020325,ABVT39_020325,24202487,24206434,+,b3gnt7,NC_069720.1,11213934.0,b3gnt7,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-6,ABVT39_025752,ABVT39_025752,24213399,24222876,-,ncl,NC_069720.1,11453443.0,ncl,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-5,ABVT39_017833,ABVT39_017833,24233844,24235240,-,nppc,NC_069720.1,11283721.0,nppc,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-4,ABVT39_011029,ABVT39_011029,24344443,24348097,-,srek1ip1,NC_069726.1,24660769.0,srek1ip1,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-3,ABVT39_024667,ABVT39_024667,24361150,24375599,+,alpi.1,NC_069720.1,11409687.0,alpi.1,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-2,ABVT39_021366,ABVT39_021366,24380901,24389552,+,alpi.2,NC_069720.1,11427816.0,alpi.2,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-1,ABVT39_001220,ABVT39_001220,24390280,24399820,+,ankle1,NC_069732.1,1541330.0,ankle1,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
0,ABVT39_021125,ABVT39_021125,24589259,24661011,+,nr5a2,NC_069720.1,23541189.0,nr5a2,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
1,ABVT39_025242,ABVT39_025242,24665199,24795387,-,kif14,NC_069720.1,23441525.0,kif14,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
2,ABVT39_004558,ABVT39_004558,24802315,24807644,-,ddx59,NC_069720.1,23425088.0,ddx59,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
3,ABVT39_009481,ABVT39_009481,24808616,24866524,+,camsap2a,NC_069720.1,23401016.0,camsap2a,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
4,ABVT39_016863,ABVT39_016863,24872157,24882421,+,,,,,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
5,ABVT39_021550,ABVT39_021550,24885424,24888128,+,lim2.2,NC_069720.1,13510882.0,lim2.2,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
6,ABVT39_027073,ABVT39_027073,24890205,24906500,-,si:zfos-943e10.1,NC_069720.1,13526028.0,si:zfos-943e10.1,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
7,ABVT39_005545,ABVT39_005545,24912706,24928812,+,gipc3,NC_069720.1,13549989.0,gipc3,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
8,ABVT39_002693,ABVT39_002693,24928914,24944422,-,tbxa2r,NC_069720.1,13562539.0,tbxa2r,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
9,ABVT39_023484,ABVT39_023484,24967394,25227492,-,ptprsa,NC_069720.1,13710474.0,ptprsa,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
10,ABVT39_013159,ABVT39_013159,25216466,25218317,+,,,,,L029,Epinephelus coioides,GCA_051314025.1,ftz-f1,gene
-10,LOC109898024,LOC109898024,29666763,29707052,+,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-9,lnx1,lnx1,29707126,29790977,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-8,LOC109897194,LOC109897194,29850829,29852985,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-7,LOC109897512,LOC109897512,29941824,29943358,+,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-6,LOC109897196,LOC109897196,29949655,29950883,+,LOC128321671,NC_069728.1,4118654.0,LOC128321671,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-5,pdgfra,pdgfra,29965177,29986167,+,pdgfra,NC_069728.1,4134794.0,pdgfra,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-4,kita,kita,30017968,30053963,+,kita,NC_069728.1,4186505.0,kita,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-3,kdr,kdr,30126069,30142730,-,kdr,NC_069728.1,4247670.0,kdr,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-2,srd5a3,srd5a3,30156159,30159431,+,srd5a3,NC_069728.1,3349831.0,srd5a3,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-1,tmem165,tmem165,30160037,30165026,+,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
0,clocka,clocka,30165180,30225955,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
1,nmu,nmu,30236783,30248236,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
2,exoc1,exoc1,30287361,30301405,+,exoc1,NC_069728.1,4605659.0,exoc1,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
3,cep135,cep135,30301626,30318750,+,cep135,NC_069728.1,4579225.0,cep135,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
4,chst14,chst14,30318596,30322393,-,chst14,NC_069728.1,4592049.0,chst14,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
5,cracd,cracd,30323125,30351071,+,cracd,NC_069728.1,4547537.0,cracd,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
6,aasdh,aasdh,30351118,30356490,-,aasdh,NC_069728.1,4523314.0,aasdh,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
7,si:dkeyp-117h8.4,si:dkeyp-117h8.4,30356467,30362190,+,si:dkeyp-117h8.4,NC_069728.1,4512299.0,si:dkeyp-117h8.4,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
8,ppat,ppat,30361765,30370698,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
9,paics,paics,30366108,30375004,+,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
10,LOC109897514,LOC109897514,30396719,30411585,-,,,,,L033,Oncorhynchus kisutch,GCF_002021735.2,Clock,gene
-10,parvg,parvg,46927364,46939996,+,parvg,NC_069718.1,23647930.0,parvg,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-9,shisal1b,shisal1b,46952263,47054814,-,shisal1a,NC_069727.1,10496168.0,shisal1a,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-8,LOC100711829,LOC100711829,47061070,47193787,+,plxnb2b,NC_069718.1,23823476.0,plxnb2b,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-7,tubgcp6,tubgcp6,47197950,47222251,+,tubgcp6,NC_069718.1,23905188.0,tubgcp6,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-6,appl2,appl2,47222471,47239185,-,appl2,NC_069718.1,23937179.0,appl2,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-5,c25h12orf75,c25h12orf75,47243534,47255402,+,LOC113529608,NC_069718.1,23971646.0,LOC113529608,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-4,nuak1b,nuak1b,47310807,47329134,-,nuak1b,NC_069718.1,24045553.0,nuak1b,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-3,mov10l1,mov10l1,47332794,47342643,+,mov10l1,NC_069718.1,20275620.0,mov10l1,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-2,szl,szl,47342823,47349479,+,szl,NC_069718.1,20287200.0,szl,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-1,nell2a,nell2a,47362188,47443881,+,nell2a,NC_069718.1,20345540.0,nell2a,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
0,tmem117,tmem117,47451988,47500124,-,tmem117,NC_069718.1,20420113.0,tmem117,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
1,LOC112847337,LOC112847337,47478919,47492474,+,LOC113529538,NC_069718.1,20430725.0,LOC113529538,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
2,twf1a,twf1a,47504353,47512775,+,twf1a,NC_069718.1,20455459.0,twf1a,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
3,irak4,irak4,47511926,47518613,-,irak4,NC_069718.1,20464889.0,irak4,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
4,LOC100709964,LOC100709964,47551887,47627557,+,LOC113529760,NC_069718.1,20542875.0,LOC113529760,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
5,LOC102076862,LOC102076862,47643698,47645732,-,,,,,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
6,prickle1a,prickle1a,47690078,47713849,+,prickle1a,NC_069718.1,20656451.0,prickle1a,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
7,LOC100709692,LOC100709692,47713947,47729731,-,,,,,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
8,LOC100706913,LOC100706913,47731198,47735914,+,,,,,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
9,gxylt1a,gxylt1a,47736347,47745593,+,LOC113529530,NC_069718.1,20710912.0,LOC113529530,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
10,LOC100706642,LOC100706642,47786731,47899299,-,pdzrn4,NC_069718.1,20780026.0,pdzrn4,S017,Oreochromis niloticus,GCF_001858045.2,"LG7:47,464,467",coordinate
-10,trnap-agg,trnap-agg-18,13940481,13940552,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-9,trnaw-cca,trnaw-cca-30,13940856,13940927,-,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-8,trnai-aau,trnai-aau-40,13941377,13941450,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-7,acsl3b,acsl3b,13941583,13968662,-,acsl3b,NC_069730.1,11774179.0,acsl3b,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-6,trnag-ccc,trnag-ccc-2,13969077,13969147,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-5,LOC128628850,LOC128628850,13970723,13977744,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-4,pax3a,pax3a,14001625,14028143,+,pax3a,NC_069730.1,11822367.0,pax3a,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-3,LOC128628817,LOC128628817,14101770,14105494,-,LOC117599184,NC_069724.1,14980662.0,LOC117599184,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-2,wu:fb63a08,wu:fb63a08,14109995,14169025,-,wu:fb63a08,NC_069730.1,11909203.0,wu:fb63a08,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-1,LOC128628843,LOC128628843,14189503,14201407,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
0,LOC128628814,LOC128628814,14608805,14609867,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
1,LOC108280265,LOC108280265,14717942,14722075,-,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
2,LOC108280618,LOC108280618,14902760,15283361,-,LOC113533285,NC_069730.1,12424033.0,LOC113533285,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
3,LOC108280194,LOC108280194,15349820,15361399,+,LOC113533522,NC_069730.1,12632794.0,LOC113533522,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
4,LOC124629295,LOC124629295,15362567,15363592,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
5,gpc1b,gpc1b,15376687,15517453,-,gpc1b,NC_069730.1,12693323.0,gpc1b,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
6,gpc5c,gpc5c,15704014,15847238,-,gpc5c,NC_069730.1,12890201.0,gpc5c,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
7,LOC108280175,LOC108280175,15872607,15877060,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
8,LOC108280174,LOC108280174,15878550,15880573,+,LOC113543126,NC_069730.1,316072.0,LOC113543126,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
9,LOC108280423,LOC108280423,15914233,15969712,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
10,LOC108261550,LOC108261550,15993892,15998509,+,,,,,C001,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,657,971",coordinate
-10,trnap-agg,trnap-agg-18,13940481,13940552,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-9,trnaw-cca,trnaw-cca-30,13940856,13940927,-,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-8,trnai-aau,trnai-aau-40,13941377,13941450,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-7,acsl3b,acsl3b,13941583,13968662,-,acsl3b,NC_069730.1,11774179.0,acsl3b,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-6,trnag-ccc,trnag-ccc-2,13969077,13969147,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-5,LOC128628850,LOC128628850,13970723,13977744,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-4,pax3a,pax3a,14001625,14028143,+,pax3a,NC_069730.1,11822367.0,pax3a,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-3,LOC128628817,LOC128628817,14101770,14105494,-,LOC117599184,NC_069724.1,14980662.0,LOC117599184,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-2,wu:fb63a08,wu:fb63a08,14109995,14169025,-,wu:fb63a08,NC_069730.1,11909203.0,wu:fb63a08,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-1,LOC128628843,LOC128628843,14189503,14201407,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
0,LOC128628814,LOC128628814,14608805,14609867,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
1,LOC108280265,LOC108280265,14717942,14722075,-,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
2,LOC108280618,LOC108280618,14902760,15283361,-,LOC113533285,NC_069730.1,12424033.0,LOC113533285,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
3,LOC108280194,LOC108280194,15349820,15361399,+,LOC113533522,NC_069730.1,12632794.0,LOC113533522,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
4,LOC124629295,LOC124629295,15362567,15363592,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
5,gpc1b,gpc1b,15376687,15517453,-,gpc1b,NC_069730.1,12693323.0,gpc1b,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
6,gpc5c,gpc5c,15704014,15847238,-,gpc5c,NC_069730.1,12890201.0,gpc5c,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
7,LOC108280175,LOC108280175,15872607,15877060,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
8,LOC108280174,LOC108280174,15878550,15880573,+,LOC113543126,NC_069730.1,316072.0,LOC113543126,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
9,LOC108280423,LOC108280423,15914233,15969712,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
10,LOC108261550,LOC108261550,15993892,15998509,+,,,,,C002,Ictalurus punctatus,GCF_001660625.3,"Chr20:14,658,012",coordinate
-10,LOC113662160,LOC113662160,20134912,20161338,-,LOC113535291,NC_069721.1,1464665.0,LOC113535291,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-9,si:ch211-217a12.1,si:ch211-217a12.1,20161486,20213237,-,si:ch211-217a12.1,NC_069721.1,1492735.0,si:ch211-217a12.1,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-8,trnal-uag,trnal-uag-14,20183385,20183466,+,,,,,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-7,trnaf-gaa,trnaf-gaa-16,20184313,20184385,+,,,,,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-6,trnal-uag,trnal-uag-15,20185198,20185279,+,,,,,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-5,ppp1r16a,ppp1r16a,20222687,20263295,-,ppp1r16a,NC_069721.1,1519116.0,ppp1r16a,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-4,LOC113662176,LOC113662176,20222687,20225261,-,,,,,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-3,LOC113662177,LOC113662177,20240966,20245558,+,LOC113535036,NC_069721.1,1521810.0,LOC113535036,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-2,foxh1,foxh1,20266038,20272173,+,foxh1,NC_069721.1,1552596.0,foxh1,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-1,oplah,oplah,20276182,20295232,-,oplah,NC_069721.1,1570199.0,oplah,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
0,stat5b,stat5b,20298621,20314934,+,stat5b,NC_069721.1,1588169.0,stat5b,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
1,ghdc,ghdc,20315081,20322036,+,ghdc,NC_069721.1,1602588.0,ghdc,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
2,kcnh4b,kcnh4b,20330823,20364526,-,kcnh4b,NC_069721.1,1632802.0,kcnh4b,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
3,LOC113662145,LOC113662145,20367623,20372787,+,LOC113535328,NC_069721.1,1660180.0,LOC113535328,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
4,drosha,drosha,20373278,20431275,+,drosha,NC_069721.1,1693331.0,drosha,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
5,LOC125145330,LOC125145330,20424048,20426028,+,,,,,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
6,LOC113662142,LOC113662142,20434067,20458126,-,LOC113535332,NC_069721.1,1736649.0,LOC113535332,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
7,LOC113662201,LOC113662201,20479634,20485668,+,LOC113535349,NC_069721.1,1781495.0,LOC113535349,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
8,buc2l,buc2l,20490019,20493473,-,buc2l,NC_069721.1,1791602.0,buc2l,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
9,LOC113662171,LOC113662171,20494895,20500033,-,LOC113534974,NC_069721.1,1798821.0,LOC113534974,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
10,kbtbd2,kbtbd2,20501509,20510856,+,kbtbd2,NC_069721.1,1811076.0,kbtbd2,C003,Tachysurus fulvidraco,GCF_022655615.1,stat5b,gene
-10,dcn,dcn,17990187,18014669,-,dcn,NC_069727.1,3690241.0,dcn,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-9,LOC113651571,LOC113651571,18047241,18050732,-,LOC113531703,NC_069727.1,3644202.0,LOC113531703,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-8,recql,recql,18052249,18062548,-,recql,NC_069727.1,3631335.0,recql,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-7,LOC113651595,LOC113651595,18082805,18148899,+,LOC113532275,NC_069727.1,3569837.0,LOC113532275,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-6,ascl1a,ascl1a,18153080,18155108,-,ascl1a,NC_069727.1,3532361.0,ascl1a,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-5,pah,pah,18159969,18180973,+,pah,NC_069727.1,3514787.0,pah,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-4,th2,th2,18181341,18190777,+,th2,NC_069727.1,3494833.0,th2,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-3,nup37,nup37,18194595,18212082,-,nup37,NC_069727.1,3469911.0,nup37,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-2,LOC113651586,LOC113651586,18212368,18231725,+,parpbp,NC_069727.1,3447896.0,parpbp,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-1,pmch,pmch,18231733,18235262,-,pmch,NC_069727.1,3434969.0,pmch,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
0,igf1,igf1,18248317,18271233,-,igf1,NC_069727.1,3412760.0,igf1,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
1,dnai7,dnai7,18284107,18293903,+,dnai7,NC_069727.1,3384609.0,dnai7,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
2,LOC113651583,LOC113651583,18294354,18326197,-,lrmp,NC_069727.1,3357033.0,lrmp,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
3,bcat1,bcat1,18328502,18351065,+,bcat1,NC_069727.1,3322682.0,bcat1,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
4,sox5,sox5,18375146,18601488,+,sox5,NC_069727.1,3176472.0,sox5,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
5,etnk1,etnk1,18649903,18676602,-,etnk1,NC_069727.1,2999079.0,etnk1,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
6,LOC113651575,LOC113651575,18676682,18688775,+,strap,NC_069727.1,2972778.0,strap,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
7,tmpoa,tmpoa,18690446,18702491,+,tmpoa,NC_069727.1,2952282.0,tmpoa,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
8,slc25a3a,slc25a3a,18702715,18708040,+,slc25a3a,NC_069727.1,2927098.0,slc25a3a,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
9,ldhba,ldhba,18722839,18732230,+,ldhba,NC_069727.1,2903625.0,ldhba,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
10,kiss2,kiss2,18732617,18738659,-,kiss2,NC_069727.1,2890109.0,kiss2,C004,Tachysurus fulvidraco,GCF_022655615.1,igf1,gene
-10,guca1a,guca1a,19736207,19745011,-,guca1a,NC_069727.1,1779086.0,guca1a,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-9,LOC113651874,LOC113651874,19748721,19752585,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-8,golgb1,golgb1,19751887,19773758,+,golgb1,NC_069727.1,1756770.0,golgb1,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-7,hcls1,hcls1,19775150,19789905,+,hcls1,NC_069727.1,1733229.0,hcls1,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-6,llph,llph,19791031,19793477,-,llph,NC_069727.1,1721407.0,llph,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-5,LOC125139614,LOC125139614,19791031,19799194,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-4,ppfia2,ppfia2,19820929,19933385,+,ppfia2,NC_069727.1,1617224.0,ppfia2,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-3,LOC125139613,LOC125139613,19936168,19938903,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-2,lin7a,lin7a,19946293,19983297,+,lin7a,NC_069727.1,1496032.0,lin7a,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-1,LOC125139623,LOC125139623,19951480,19952950,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
0,myf5,myf5,19986431,19991656,-,myf5,NC_069727.1,1462791.0,myf5,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
1,myf6,myf6,19994817,19998591,-,myf6,NC_069727.1,1444948.0,myf6,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
2,rps16,rps16,20014244,20017767,+,rps16,NC_069727.1,1408214.0,rps16,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
3,LOC125139542,LOC125139542,20044653,20087147,+,ppp1r12a,NC_069727.1,1323441.0,ppp1r12a,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
4,LOC113648169,LOC113648169,20095205,20130161,+,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
5,pawr,pawr,20140145,20177227,+,pawr,NC_069727.1,1244173.0,pawr,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
6,syt1a,syt1a,20178739,20214746,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
7,LOC125139500,LOC125139500,20259148,20378287,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
8,LOC125139501,LOC125139501,20296564,20305209,+,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
9,nav3,nav3,20396450,20571693,-,nav3,NC_069727.1,864980.0,nav3,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
10,LOC113649919,LOC113649919,20506703,20510625,+,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf5,gene
-10,LOC113651874,LOC113651874,19748721,19752585,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-9,golgb1,golgb1,19751887,19773758,+,golgb1,NC_069727.1,1756770.0,golgb1,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-8,hcls1,hcls1,19775150,19789905,+,hcls1,NC_069727.1,1733229.0,hcls1,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-7,llph,llph,19791031,19793477,-,llph,NC_069727.1,1721407.0,llph,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-6,LOC125139614,LOC125139614,19791031,19799194,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-5,ppfia2,ppfia2,19820929,19933385,+,ppfia2,NC_069727.1,1617224.0,ppfia2,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
-4,LOC125139613,LOC125139613,19936168,19938903,-,,,,,C004,Tachysurus fulvidraco,GCF_022655615.1,myf6,gene
